#,Authors,Title,File Submission,submission type,Time,Abstract
335,Oscar Gamez Bohorquez,"Fostering new design strategies in architectural
engineering education (Bio-inspired reverse
parameterization of itinerant timber pavilions)",✔,Regular Paper,"Oct 06, 12:00","Introduction & contribution

At the intersection of knowledge between architects and
engineers lies the concept of architectural engineering
(AE)[1]. A design studio (DST) on architectural typologies
(ATYP) for  AE, in Sweden, uses reverse design (RD) to
introduce AE students into designing bio-inspired
architectures[2], where RD stands for extracting design
constraints from shapes found in nature to create a
sketch-based design, later optimized through computation[3].
The main goal is to create innovative ephemeral
architectures using empiric morphogenesis as catalyst for
design iteration from organic shapes. The outcome consists
of four prototypes for an equal number of pavilions
inspired by icons unique to the Swedish Lapland.

Methodologies

Using RD, morphogenesis is achieved through hand-made
mock-ups that turn the sources of inspiration into tangible
matter. The strategy aims at building new design skills as
an alternative to geometrically based design methods. The
DST is split into two stages:
1) A manual iterative design process (IDP), based on
morphological associations, allows students to produce
shape deconstructions and shape aggregations.
2) Input from stage one is used for an algorithmic
environment to improve form-finding and create geometry for
rapid prototyping.

Results.

Conversely to standard AE education, this RD-based
architecture DST did not seek a single correct answer[4].
Instead, the ill-structured problem[5] -characteristic of
architectural design- led to a range of architectural
choices produced during DST stage two, allowing AE students
to make informed designed decisions prior to prototype
manufacturing. The result appears as four pavilion
prototypes with different tectonic approaches[6]."
338,"Christiane M. Herr, Christian Lange, Farahbod Heidari,
Yiming Liu, Sihao Chen and Umaru Mohammed B.","(CI) Digital Design for New Types of Bio-Integrated
Building Facades:  A Proposal for Collaborative Exploration",✔,‘Catalytic Interfaces’ Proposal,"Oct 06, 12:57","1. Research Context

The building engineering and construction industry, as the
leading source of harmful greenhouse gas (GHG) emissions,
consumes 40% of the world's energy (Ascione et al., 2021).
Additionally, buildings are responsible for 38% of all CO2
emissions and usage of 40% of the world's raw materials,
indicating the urgent need for regenerative solutions in
designing climate-resilient structures (Webb, 2022). Façade
systems, as the multi-functional interface between
buildings and the ecosystems buildings are embedded in, can
provide various ecosystem services by performing a critical
role in adapting daylight radiance, enabling natural
ventilation, regulating heating and cooling loads,
contributing to energy efficiency, and supporting HVAC
systems (Sandak et al., 2019). New types of bio-integrated
facades, are utilizing the remarkable properties of
biological systems for developing novel living building
components with structural features that can enhance the
quality of environmental parameters beyond reducing human
carbon footprints (Pozzobon, 2024a; Shameri et al., 2011;
Zhou & Herr, 2023). These systems incorporate dynamic
interaction and regeneration with the environment, such as
self-healing and adaptation, carbon sequestration, air
purification, nitrogen fixation or bioremediation, and
energy generation through internal biochemical complex
computation (Mercader-Moyano et al., 2021). Over the past
decade, innovative concepts for bio-integrated facades have
emerged for synergies evolving between building performance
and environmental regeneration, including living walls,
microalgae biofacades utilizing photobioreactors (PBRs),
bio-receptive facades that incorporate fungi or bacteria,
green facades featuring trees integrated into the
structure, and biocrusts composed of molds and lichens
applied to the surface (Pozzobon, 2024b). However, these
systems experience challenges in the intelligent monitoring
and controlling of biological functions and decision-making
over the facades' biocomponents, which are essential for
operating optimized behaviors that respond effectively to
changes in environmental conditions and specific
applications in architectural design and construction (Lee
et al., 2021; Sandak et al., 2019; Ünlütürk & Kazanasmaz,
2024). Moreover, existing CAAD-based multi-objective
optimization systems rely on static databases that overlook
real-time datasets reflecting environmental changes,
indicating imperatives for a new CAAD pattern language to
define decentralized bio-facade systems (Jalali et al.,
2020; Lu et al., 2016). These challenges have limited the
future development of these systems and have constrained
the integration of material-based living systems and
building facades to a laboratory scale. This topic area
proposal aims to conduct deep investigations into the next
generation of bio-integrated building facades research
zones to address ongoing concerns at the intersection of
AI-oriented tools and techniques, regenerative design, and
biological systems that can support a transformative shift
towards intelligent self-adaptive bio-integrated facades.

2. Collaborative Digital Design Directions
We aim to study the integration of performance-oriented
computer-aided design with AI-oriented tools and behavior
control methods (intelligent self-regulating systems),
behavioral intelligence of the biological organisms in
biofacades, and the synergy between biocomponents and
environmental regeneration to formulate a new class of
research grammars towards AI nexus of bio-integrated
building facades. The proposal's CAAD areas of focus
include:

1. AI-assisted bio-integrated design: The impact of
computer vision, machine learning, and deep learning
techniques including supervised, unsupervised,
semi-supervised, and reinforcement learning alongside
data-driven strategies such as low-shot, few-shot,
zero-shot, and one-shot learning, on the optimized design
of bio-integrated facades.

2. Data-driven feed-back loops and decision support systems
(DSSs): The role of real-time data mining, monitoring, and
predictive analytics for the creation of self-adaptive
bio-integrated façade systems, supporting intelligent
real-time decision-making processes.

3. Intelligent UAV systems: The integration of drones'
capabilities with deep learning and computer vision AI
tools for data collection, information processing and
feature extraction, and physical installation and
controlling.

3. Research Questions

1. How will the evolution of bio-integrated building
facades unfold in the future, and what role will AI-driven
tools play in shaping their advancement?
2. How can AI-oriented tools and techniques be effectively
integrated into the design and implementation of
bio-integrated facades to enhance their adaptive behaviors
in response to real-time environmental changes?

4. Outputs

The proposed research explores future integrated research
domains between AI-driven tools, biological systems, and
environmental performance within bio-integrated building
façades as the programmable interface for real-time
responding to evolving ecological challenges and indoor
environmental quality. The core of this framework
introduces a novel paradigm that enables circular,
self-sustaining systems reliant on biological resources,
aiming for a balance between creation and utilization. This
framework transcends mere sustainability, engaging in the
active restoration and regeneration of its energy and
material sources in the frame of bio-integrated facades
that dynamically interact with the environment. This
proposal defines the capabilities of harnessing the
inherent biological intelligence, enabling a synergistic
relationship between incubated bio-integrated facades'
biocomponents and the environment. The integration of
AI-driven tools with data-driven decision-making can guide
and optimize the design process to intelligent,
self-adaptive bio-integrated façade systems based on
evidence-based solutions for strategic management of
natural resources in the context of bio-integrated facades
and urban ecosystem.

5.Shared Exploration and Potential Directions

With the proposed collaborative research, we aim to address
the existing challenges in bio-integrated building facades
by exploring interdisciplinary approaches, specifically the
role of AI tools in the future development of intelligent
next-generation bio-integrated façade systems, and finding
new strategies for their design. Findings resulting from
such collaborations can pave the way towards future
bio-integrated building façade systems, enabling a
transformative shift towards intelligent bio-informative
and self-adaptive façades that effectively integrate
AI-driven tools and regenerative design principles. The
future of bio-integrated facades lies in the continued
fusion of AI technologies with biological systems to create
intelligent, self-regulating, and regenerative building
components. As AI and machine learning tools evolve, they
will enable more precise, adaptive, and environmentally
responsive facade systems that can seamlessly integrate
into urban infrastructure. The integration of real-time
data mining, UAV systems for monitoring and maintenance,
and AI-driven decision-making will lead to more
decentralized, scalable, and resilient solutions. This core
proposal topic and its related subfields hold the potential
to significantly advance the design and development of
bio-integrated façades, shifting the boundaries of
architectural innovation while addressing critical
environmental challenges such as carbon sequestration, air
purification, and energy generation. Through this
collaborative proposal, we aim to explore novel strategies
and the future directions of bio-integrated facades design
based on the proposal's CAAD areas of focus.

References

Ascione, F., Bianco, N., Iovane, T., Mastellone, M., &
Mauro, G. M. (2021). The evolution of building energy
retrofit via double-skin and responsive façades: A review.
Solar Energy, 224, 703–717.
https://doi.org/10.1016/j.solener.2021.06.035
Jalali, Z., Noorzai, E., & Heidari, S. (2020). Design and
optimization of form and facade of an office building using
the genetic algorithm. Science and Technology for the Built
Environment, 26(2), 128–140.
https://doi.org/10.1080/23744731.2019.1624095
Lee, D., Cho, Y.-H., & Jo, J.-H. (2021). Assessment of
control strategy of adaptive façades for heating, cooling,
lighting energy conservation and glare prevention. Energy
and Buildings, 235, 110739.
https://doi.org/10.1016/j.enbuild.2021.110739
Lu, Y., Wolf, T., & Kang, J. (2016). Optimization of facade
design based on the impact of interior obstructions to
daylighting. Building Simulation, 9(1), 1–14.
https://doi.org/10.1007/s12273-015-0253-4
Mercader-Moyano, P., Anaya-Durán, P., & Romero-Cortés, A.
(2021). Eco-Efficient Ventilated Facades Based on Circular
Economy for Residential Buildings as an Improvement of
Energy Conditions. Energies, 14(21), 7266.
https://doi.org/10.3390/en14217266
Pozzobon, V. (2024a). Microalgae bio-reactive façade: A
radiative-convective model powered by hourly illumination
computation and historical weather data. Journal of
Building Engineering, 90, 109407.
https://doi.org/10.1016/j.jobe.2024.109407
Pozzobon, V. (2024b). Microalgae bio-reactive façade:
System thermal–biological optimization. Renewable Energy,
235, 121377. https://doi.org/10.1016/j.renene.2024.121377
Sandak, A., Sandak, J., Brzezicki, M., & Kutnar, A. (2019).
Bio-based Building Skin. Springer Singapore.
https://doi.org/10.1007/978-981-13-3747-5
Shameri, M. A., Alghoul, M. A., Sopian, K., Zain, M. F. M.,
& Elayeb, O. (2011). Perspectives of double skin façade
systems in buildings and energy saving. Renewable and
Sustainable Energy Reviews, 15(3), 1468–1475.
https://doi.org/10.1016/j.rser.2010.10.016
Ünlütürk, M. S., & Kazanasmaz, T. (2024). Integration of
Daylight Use and Analysis in Double Skin Facades: A
Literature Review. Gazi University Journal of Science,
37(2), 520–544. https://doi.org/10.35378/gujs.1243933
Webb, M. (2022). Biomimetic building facades demonstrate
potential to reduce energy consumption for different
building typologies in different climate zones. Clean
Technologies and Environmental Policy, 24(2), 493–518.
https://doi.org/10.1007/s10098-021-02183-z
Zhou, Y., & Herr, C. M. (2023). A Review of Advanced Façade
System Technologies to Support Net-Zero Carbon High-Rise
Building Design in Subtropical China. Sustainability,
15(4), 2913. https://doi.org/10.3390/su15042913"
339,Kieron Cook and Benay Gursoy,"A Fabrication Grammar for Robotic Sand Packing:  From
Precise Actions to Emergent Shapes and Patterns",✔,Regular Paper,"Oct 06, 13:05","This paper presents a fabrication grammar to formalize the
process of ro-botically packing sand to achieve emergent
shapes and patterns on the sand surface for casting
concrete panels. The study explores the use of 6-axis
ro-botic arms and custom sand mixtures in the development
of a reusable and reconfigurable sand formwork system for
casting concrete architectural pan-els with unique and
variable features. A key challenge of working with dy-namic
materials, such as sand, is their unpredictable behavior
when manip-ulated. By establishing a fabrication grammar
for robotic sand packing, we aim to create a logical
framework that formalizes the emergence of shapes and
patterns on the sand surface, revealing cause-and-effect
relationships between specific actions and material
outcomes in the generation of custom formworks. The robotic
arm operates following toolpaths generated using the
grammar, where each action is governed by predefined
parameters. Addi-tionally, fabrication parameters, focused
on changes in the material rather than the robot’s
behavior, influence how the sand responds to these
ac-tions. This paper presents the fabrication grammar and
exemplifies the emerging patterns and shapes developed
through this process, culminating in cast concrete panels
that demonstrate the potentials of this reconfigura-ble and
reusable formwork system."
340,"Yilun Jiang, Daniel Chad McKee and Kaicong Wu","Klotski-Solver for Hong Kong Homes: Customized 3D Indoor
Furniture Arrangements using Machine Learning",✔,Regular Paper,"Oct 06, 13:15","Indoor furniture arrangement is crucial for high-density
residential space, significantly impacting the daily
spatial experience of the residence. Hong Kong has one of
the highest density living conditions in the world, recent
research has highlighted the physical and mental health
challenges of long-term immersion in such environments
(Wong et al. 2016; Chan et al. 2021). Such compact living
presents challenges to residents lacking proper design
training to arrange their home space properly.

The emergence of artificial intelligence (AI) and extended
reality (XR) have expanded residents’ engagement in the
design processes, offering new insights into home
arrangement in the public perspective. Recent research in
indoor scene synthesis (ISS) has explored different machine
learning (ML) methods in generating indoor furniture
arrangement at various scales. Ranging from example-based
synthesis of computer desk set and
simulated-annealing-based living room arrangement (Fisher
et al. 2012; Yu et al. 2011), to the generations of
user-specified furniture in both singular and partitioned
space through Generative Adversarial Network (GAN) and
Reinforcement Learning (RL) (Yang et al. 2020; Di and Yu
2021; Hsu et al. 2022). While the research focuses on
evaluating the algorithmic performance, it overlooks user
accessibility and practical design factors, such as
occupant diversities, efficiency of spatial occupation in
3D and regional constraints. This research aims to explore
ISS applications in Hong Kong’s compact households,
focusing on multi-occupant schemes and emphasizing 3D
spatial efficiency. Using machine learning approaches such
as genetic algorithms (GAs) and reinforcement learning
(RL), we create a new ISS framework tailored to Hong Kong’s
regional character. A reward function transfers user
preference into ranked weights in ISS. Additionally, we
propose mobile user interaction interfaces to further
validate intuitive AI-XR-aided furniture planning.
Preliminary GAs-based experiment shows the framework
outputs effective designs that respond to both singular
room and full partitioned home with multi-occupant
preferences. Future work will expand furniture types and
enhance the interactiveness and efficiency of the framework
using RL.


Key Reference:

Wong, Corine SM, W. C. Chan, Linda CW Lam, W. Y. Law, W. Y.
Tang, Ting Yat Wong, and Eric YH Chen. ""Living environment
and psychological distress in the general population of
Hong Kong."" Procedia Environmental Sciences 36 (2016):
78-81.

Chan, Siu Ming, Hung Wong, Roger Yat‐Nork Chung, and Tat
Chor Au‐Yeung. ""Association of living density with anxiety
and stress: A cross‐sectional population study in Hong
Kong."" Health & social care in the community 29, no. 4
(2021): 1019-1029.

Di, Xinhan, and Pengqian Yu. “Deep Reinforcement Learning
for Producing Furniture Layout in Indoor Scenes.” arXiv,
January 18, 2021. http://arxiv.org/abs/2101.07462.
Fisher, Matthew, Daniel Ritchie, Manolis Savva, Thomas
Funkhouser, and Pat Hanrahan. “Example-Based Synthesis of
3D Object Arrangements.” ACM Transactions on Graphics 31,
no. 6 (November 2012): 1–11.
https://doi.org/10.1145/2366145.2366154.

Hsu, Ya-Chuan, Matthew C. Fontaine, Sam Earle, Maria
Edwards, Julian Togelius, and Stefanos Nikolaidis.
“Generating Diverse Indoor Furniture Arrangements.” In ACM
SIGGRAPH 2022 Posters, 1–2, 2022.
https://doi.org/10.1145/3532719.3543244.

Vaidhyanathan, Vishal; T. R. 2023. “Spacify: A Generative
Framework for Spatial Comprehension, Articulation and
Visualization Using Large Language Models (LLMs) and
eXtended Reality (XR).” In ACADIA 2023: Habits of the
Anthropocene: Scarcity and Abundance in a Post-Material
Economy [Volume 2: Proceedings of the 43rd Annual
Conference for the  Association for Computer Aided Design
in Architecture (ACADIA) ISBN 979-8-9860805-9-8]. Denver.
26-28 October 2023. Edited by A. Crawford, N. Diniz, R.
Beckett, J. Vanucchi, M. Swackhamer 430-443. CUMINCAD.
https://papers.cumincad.org/cgi-bin/works/paper/acadia23_v2_430.

Van der Linden, Hua Dong, and Ann Heylighten. “Populating
Architectural Design: Introducing Scenario-Based Design in
Residential Care Projects.” International Journal of
Design, vol 13, no 1(2019).

Yang, Bailin, Liuliu Li, Chao Song, Zhaoyi Jiang, and Yun
Ling. “Automatic Interior Layout with User-Specified
Furniture.” Computers & Graphics 94 (February 2021):
124–31. https://doi.org/10.1016/j.cag.2020.11.006.
Yu, Lap-Fai, Sai-Kit Yeung, Chi-Keung Tang, Demetri
Terzopoulos, Tony F. Chan, and Stanley J. Osher. “Make It
Home: Automatic Optimization of Furniture Arrangement.” In
ACM SIGGRAPH 2011 Papers, 1–12. Vancouver British Columbia
Canada: ACM, 2011. https://doi.org/10.1145/1964921.1964981."
349,Yuhong Wu and Tiantian Lo,"tPACS: Phygital-Aided Construction System based on Modular
Customizable Timber Fabrication",✔,Regular Paper,"Oct 06, 14:46","As construction complexity increases in the architecture,
engineering and construction (AEC) industry, traditional
paper plans struggle to clearly and conveniently provide
adequate installation information, and they suffer from
poor interactivity and limited feedback guidance. This
paper proposes a Phygital-Aided Construction System(PACS),
which combines AR and embedded sensing technologies to help
unskilled workers build complex structures. The system is
based on an AR user interface and spatially anchored
virtual models to help participants review information
before construction and provide real-time feedback to
unskilled workers on assembly location, assembly method and
assembly results during various steps of construction. We
designed modular structures called ""capsules"" to house
embedded hardware. The hardware combination (pressure
sensors, magnetic sensors, etc.) and placement can be
selected according to different sensing needs. The capsules
merge with the structural components into a unified whole,
which provides long-term condition tracking to meet
building maintenance needs. We use HoloLens as the display
device and Unity as the customized AR environment carrier,
allowing the experiencer to assemble a wooden Dougong model
composed of 16 components. The experiment shows that
participants can master the use of the system after simple
and quick training. This system reduces assembly time and
assembly errors compared to paper instructions. In
addition, the results of the questionnaire indicate that
the system helps improve users' sense of participation and
concentration in the assembly process. PACS has the
potential to reduce the construction threshold of complex
buildings, shorten construction time and reduce
construction errors."
351,"Shirla Sin Ling Tse, Shuo-Te Chien and Yu Chieh Victor Lin","RECONSTRUCTING A PATTERN LANGUAGE: EMERGENT ASIAN CITIES
AND AIR-PORTS TRANSFORMATION, ANALOGY WITH AMERICAN AND
EUROPEAN CITIES",✔,Regular Paper,"Oct 06, 15:12","This paper explores the transformation of Aviation
Urbanism, a notion extending beyond Airport Urbanism  [Max
Hirsh, 2016] by integrating emerging technologies, such as
AI, blockchain, electric planes and drones, and more
importantly, prioritising civic spaces [Jane Jacobs, 1961]
for a more sustainable, livable, and social future.
Leveraging the post-digital paradigm's capacity for big
data collection and advanced analytics, this research
employs data visualisation to meticulously represent urban
information.

Drawing on ""A Pattern Language""  [Christopher Alexandar,
1977] for semantic understanding of urban forms and human
needs in relation to air-ports, the study utilises Shape
Grammars  [George Stiny, 1980] to define the syntax of
urban elements, including neighbourhoods, streets, plots,
runways, terminals, blocks, and buildings. Space Syntax 
[Bill Hillier & Julienne Hanson, 1984 & 1987] analysis,
through DepthmapX and GIS software, quantifies spatial
relationships and reconstructs patterns based on
accessibility to air-ports. This methodology examines the
impact of air infrastructure on urban morphology, analysing
changes in connectivity, intelligibility, and social
behaviours.

By overlaying visualisations derived from Space Syntax and
Alexander's patterns, the research reveals the
geomorphological shifts in Asian cities experiencing
current air-port expansions or second air-ports
constructions, with a comparative study to their European
and American city counterparts (Bangkok, Hanoi, Shenzhen +
Hong Kong, and Tokyo vs London, Paris, Las Vegas + Los
Angeles, and New York). Analysing data pre- and post-
air-port development, the study investigates the potential
for both prosperity and marginalisation of a city resulting
from Aviation Urbanism, thus contributes to a nuanced
understanding of its implications for contemporary cities
and their stakeholders."
357,"Zhiyong Dong, Zhiqian Liu, Qi Wang and Peter Búš","Augmented Assembly: an Exploration of Modular Design to
Fabrication based on Extended Reality",✔,Regular Paper,"Oct 06, 15:34","Extended reality (XR) brings immersive interactions that
can integrate digi-tal information with physical
environments to design on a 1-to-1 scale, tak-ing
architecture design from two-dimensional to holographic.
This paper presents an in-depth exploration of the
integration of extended reality (XR) into the modular
design-to-fabrication process in architecture, focusing on
how XR can enhance the efficiency and accuracy of
architectural produc-tion. By leveraging XR's immersive and
interactive capabilities, the research aims to address key
challenges in bridging the gap between digital models and
real-world construction, particularly in terms of spatial
accuracy, real-time simulation, and object positioning
during assembly. A key case study involves the construction
of a modular pavilion, demonstrating the entire workflow,
from collaborative design and structural analysis to
optimiza-tion and augmented assembly using ArUco markers
for precise object alignment. Throughout the process, XR
technologies are shown to improve design precision,
fabrication efficiency, and team collaboration by
provid-ing real-time feedback and visualization. The
results reveal that XR has the potential to revolutionize
architectural design and construction, enabling designers
to make more informed decisions and facilitating a more
seamless transition from digital models to physical
structures. This study highlights the growing significance
of XR in computational architecture, contributing both to
theoretical discussions and practical applications, and
underscores its transformative impact on modern
architectural practices."
359,Smaro Katsangelou and Heather Ligler,"Learning from the Local: On the Rediscovery of Cultural
Heritage through Artificial Intelligence",✔,Regular Paper,"Oct 06, 15:51","The elements of which context is comprised include time,
locality, culture, and mood. This local intelligence is
intricate and challenging to replicate. Given that the
built and natural environments are viewed as a cumulation
of data, one could deduce that artificial intelligence
workflows might fragmentarily start to process, interpret,
and generate data that can simulate local intelligence to
inform design decisions for new projects that respond to a
natural or man-made environment. From text-to-image
generation to customized Deep Neural Networks (DNNs), the
permeation of AI in architecture has been explored manifold
through workflows spanning from very high to very low
Application Programming Interfaces (APIs). However, it can
be challenging to assess this landscape of emerging
architectural workflows that are influenced by the
ever-evolving technological advancements. The scope of this
research considers the current discourse in AI-driven
architecture alongside a deeper insight and understanding
of cultural connotations, spatial regulations, and, above
all, preservation theory and practice. More precisely, this
literature review seeks to identify current and recent
research projects of the last ten years (since 2014)
dealing with the use of AI in any part of the design
process on projects that focus on a specific era, style, or
region of architectural heritage, including adaptive reuse."
362,启惠 张 and 昀松 韩,"Exploring the dynamic thermal perception and physiological
responses during indoor-outdoor walking in summer based on
facial thermal image analysis",✔,Regular Paper,"Oct 06, 15:56","Improving people's comfort requirements for outdoor
activities has stimulated the research demand for outdoor
thermal comfort. The layout of buildings, the form of
facades, and the planting of vegetation all affect people's
thermal perception during outdoor walking. However, many
cities focus on walkability by functionality, with little
regard for thermal comfort. The facial temperature infrared
recognition method is a non-invasive strategy that could be
used during human movement. In this study, we designed a
field experiment so that the subjects could experience the
different environmental stimuli of the natural environment.
Synchronously, the temperature features of different facial
regions were extracted from facial thermal images. Results
reveal that the adaptation time of people in a hot
environment is approximately 8 minutes. The buffering
effect of UEB (underneath an elevated building) is superior
to shaded in moving from indoors to sunlit, which can
effectively alleviate the thermal discomfort caused by
direct sun exposure. While walking from the sunlit to the
room, the conclusion is reversed. The thermal overshoot is
observed to persist for eight minutes following a change in
the thermal environment. Both the psychological and
physiological data also indicate that cold stimulation
caused by wind is a more effective method for inducing
thermal pleasure in hot summer. Considering thermal
alliesthesia, dynamic thermal environments may facilitate
the attainment of higher levels of thermal comfort. The
research can provide guidance for designers in improving
the thermal environment of urban walking spaces."
364,Jinbao Zhong and June-Hao Hou,"Enhancing Architectural Cognition: Augmented Reality’s Role
in Spatial Reasoning",✔,Regular Paper,"Oct 06, 16:11","This paper investigates how surreal Augmented Reality (AR)
experiences can enhance spatial reasoning and architectural
cognition. The research builds on pri-or findings that
emphasize the importance of visualizing and manipulating
three-dimensional (3D) structures. We use a practice-based
approach to develop two AR prototypes for the Meta Quest 3.
Unlike standard CAD or BIM tools that present
photorealistic overlays, these prototypes rely on
video-textured surfaces mapped onto real-world objects and
walls. This method creates “dream-like” en-vironments that
provoke users to traverse the fantasy, challenging their
predictive models and fueling deeper engagement.

The first prototype applies animated materials to each face
of tables or boxes, ac-centuating the tension between
expected shapes and lively textures. The second prototype
merges multiple walls into a unified visual canvas, where a
single loop-ing video encloses the room in a seamless
boundary. Preliminary observations show heightened spatial
awareness, a desire to explore, and a disorienting effect
when toggling illusions off.

These results align with embodied cognition theories by
highlighting how sen-sorimotor interactions can amplify
one’s sense of agency and reflection. The dis-cussion
underscores AR-driven fantasy as a catalyst for creative
thinking, while also illustrating how these illusions can
promote a more thorough understanding of real-world
constraints. Architectural education and practice may
benefit from this approach, which encourages an
interactive, flexible engagement with space. Through
surreal AR interventions, designers and clients alike can
traverse the fantasy, expanding their perception and
appreciation of built environments. These experiences offer
an innovative route to bridging embodied imagination and
prac-tical design considerations."
367,Daria Smakhtina,"Tracing The Wild: Creating Interfaces Between Humans and
Nature",✔,Regular Paper,"Oct 06, 16:44","Tracing The Wild is a data-driven art project dedicated to
the dynamics of biosocial interactions between predators
and human communities in the Maasai Mara region of Kenya,
where human settlements are spread along the invisible
borders of the protected territories of the Masai Mara
National Reserve.

In this art series, data (satellite GPS collars tracking)
on the movements of three lionesses living in the research
region is re-encoded into digital ‘portraits.’ These
spatiotemporal sculptures are created by combining
in-formation on the animal’s coordinates with the timeline
of their activities using a generative toolset: mapping
techniques in geographic information system software QGIS
are combined with the visual coding instruments in 3D
computer graphics software Blender. The resulting objects
depict the key patterns in predators' territorial
movements, allowing viewers to analyse animal behaviour and
identify time periods and areas of potential risks.

By incorporating the developed generative workflow with
real-time data input and augmented reality tools, these
digital sculptures have the potential to operate as a
real-time interface of human-nonhuman interactions and
represent ecosystem parameters as a dynamic artwork. Placed
in the natural conditions of the research area as updatable
AR sculptures, they can pro-vide local communities and
researchers with valuable insights, conduct design
decisions, inspire architectural design practices aligned
with natural processes, and enhance harmonious co-living."
373,"Yu-Hao Chen, Mi-Chi Wang and Yang-Ting Shen","Shadow Drift: The Development of Activity-based VR Game for
Heat Risk Awareness and Assessment",✔,Regular Paper,"Oct 06, 17:44","Climate change and urban heat islands significantly
challenge outdoor thermal comfort and public health. To
address these issues, this study em-ploys the virtual
reality game Shadow Drift as a tool to explore the
poten-tial for enhancing residents’ heat risk awareness and
promoting climate ad-aptation actions. The game integrates
real-world site data with object detec-tion and thermal
environment simulation to reconstruct behavioral patterns
in public spaces and thermal environmental characteristics.
Through partic-ipatory shading design tasks, players
experience the process of environmen-tal improvement.

In the game, players analyze high-activity and high-solar
radiation zones, plant trees to optimize thermal comfort
conditions, and evaluate the effec-tiveness of thermal
environment improvements using simulated virtual
res-idents’ behaviors and exposure assessments, with
survival rates serving as a quantifiable indicator. The
study uses Autodesk Insight to obtain solar radiation data
and employs the YOLOv8 model to identify pedestrians from
surveillance footage. After calibrating the data, the
planar coordinates are integrated into the Unity platform.
The results demonstrate that this learning process improves
residents’ understanding of heat risks and their capacity
for action. Participants' performance in virtual reality
scenarios, combined with their real-life experiences,
showcased effective adaptive ca-pabilities. This research
framework highlights the potential of bottom-up climate
adaptation actions and offers an innovative approach to
heat risk awareness and environmental education."
375,Hani̇fe Sümeyye Taşdelen and Leman Figen Gül,"Aesthetic “Dissensus” in Public Architecture: Computational
Analysis of Contextual Strangeness and Place Appropriation",✔,Regular Paper,"Oct 06, 17:47","Architecture has the potential to stimulate thought and
engagement by challenging conventional forms and functions,
which is rooted in Rancière's concept of ""aesthetic
dissensus."" This paper investigates how architectural forms
that deviate from expected norms within a specific urban or
cultural context affect social integration in public
spaces. Although significant attention has been directed
toward functional performance in public architecture, there
is limited understanding of how formal deviations influence
appropriation. Using a two-phase approach, we first examine
architectural aesthetics using computer vision algorithms
after conducting a literature review on Rancièrean
dissensus in design. In the second phase, we combine
spatial analysis with crowdsourced social data and
behavioral heat maps generated by computer vision to track
user interactions with space and create an ""inclusivity
index"" for the selected architectural space. These
computational methods objectively measure physical
engagement, while crowdsourced social data assesses public
sentiment and participation. The findings propose a
technique for correlating formal deviations with
inclusivity and new strategies for architects to create
socially engaging environments. This paper demonstrates how
aesthetic dissensus can foster place appropriation in
public architecture by combining computational analysis
with social data."
379,"Wenqian Yang, Anton Savov and Benjamin Dillenguber","Virtual Space Design Through Physical Object Recognition,
HoloLens-Based Furniture Tracking and AI-Driven Real-Time
Layout Generation",✔,Regular Paper,"Oct 06, 18:18","This paper presents a workflow that bridges mixed reality
(MR) interactive editing with AI-driven floor plan
generation, creating
an interface for architectural design. The system
integrates physical ob-
ject tracking, hand gesture input, and immersive
visualization to enhance
user interaction. Using MR glasses paired with a computer,
the applica-
tion combines MR’s real-time capabilities with the
generative power of
AI, to deliver user-friendly and accessible design
experiences. The work-
flow involves object recognition via Vuforia, enabling
accurate and stable
tracking of 3D-printed furniture models, and uses Photon
Unity Network-
ing for seamless communication between AR and AI
components. AI
processes floor plan data from tracked physical objects and
user-defined
parameters to generate responsive house layouts.
Visualization is pro-
vided through holographic overlays in AR and a shared
monitor view,
offering immersive and collaborative design experiences.
Tested by over
100 participants including non-experts, the system
demonstrated reliable
performance, though challenges such as multi-object
tracking and real-
time feedback were identified. This work paves the way for
further inter-
disciplinary applications of MR and AI in design, making
floor plan cre-
ation more accessible, engaging, and intuitive, especially
for non-expert
users. Future improvements include optimizing AI processing
speed and
enhancing multi-object recognition for a smoother user
experience."
